iter	RMSE
0	0.01337309833
1	0.01321347386
2	0.01304660975
3	0.01284617576
4	0.01265504968
5	0.01249911158
6	0.01234597622
7	0.01218002536
8	0.01204458855
9	0.0119328709
10	0.01180237966
11	0.01166729532
12	0.0115460763
13	0.01142884191
14	0.01133754171
15	0.01124058758
16	0.01113230474
17	0.01100121376
18	0.01089371671
19	0.01078207964
20	0.01067421438
21	0.01059171042
22	0.01050506847
23	0.01042913173
24	0.01035334936
25	0.01028700775
26	0.01022191952
27	0.01016245078
28	0.01007197281
29	0.01001283223
30	0.009959644612
31	0.009901248867
32	0.009817346587
33	0.009757313998
34	0.009685523813
35	0.00963658244
36	0.0095859267
37	0.009522915492
38	0.00947280747
39	0.009414541637
40	0.009372879744
41	0.009321881237
42	0.009282363082
43	0.009228160657
44	0.009169745001
45	0.009133645484
46	0.009082706464
47	0.009053425833
48	0.009023689149
49	0.008983019876
50	0.008942500742
51	0.008911815971
52	0.008870688908
53	0.008841384789
54	0.008792809518
55	0.008760480643
56	0.00872098689
57	0.008678725911
58	0.008648411223
59	0.008621228078
60	0.008598317253
61	0.008574679467
62	0.008529603962
63	0.00849056293
64	0.008458936047
65	0.008416293921
66	0.008383650908
67	0.008349418677
68	0.008324599969
69	0.008294620694
70	0.008265456188
71	0.008233860551
72	0.008200645866
73	0.008173688763
74	0.008147992528
75	0.008131024408
76	0.008102171947
77	0.008082756565
78	0.008056973269
79	0.008031089592
80	0.007999704809
81	0.007980629082
82	0.007959407874
83	0.007937199916
84	0.007908800185
85	0.007888553639
86	0.007866149711
87	0.007833340191
88	0.007818067271
89	0.007804580925
90	0.007793449039
91	0.007775780409
92	0.00775155608
93	0.007729619498
94	0.007716178647
95	0.00770512982
96	0.007701106951
97	0.007677580153
98	0.007655693041
99	0.007646131413
100	0.007626402408
101	0.007609913094
102	0.007579917962
103	0.00755416454
104	0.007538485395
105	0.007527585336
106	0.007513607339
107	0.007491760155
108	0.007474628287
109	0.007455867544
110	0.007433180231
111	0.007411146046
112	0.007396877776
113	0.007375781466
114	0.007352304621
115	0.007338811529
116	0.007327645056
117	0.007311745162
118	0.007292009639
119	0.007279461066
120	0.007260227046
121	0.007251137748
122	0.007236193363
123	0.007215606976
124	0.00720180695
125	0.007192630643
126	0.007174427173
127	0.007161828006
128	0.007146615094
129	0.00712794806
130	0.007109924634
131	0.007100074103
132	0.007089751301
133	0.007071802909
134	0.007067465049
135	0.007053067229
136	0.007039778181
137	0.007026953501
138	0.007013972717
139	0.006992259811
140	0.006970629032
141	0.006960675029
142	0.006947856971
143	0.00693169043
144	0.006918032863
145	0.006905342232
146	0.006896647881
147	0.006885406656
148	0.006873595635
149	0.006862978507
150	0.006843091876
151	0.006831885752
152	0.006821400428
153	0.00680581097
154	0.006795846154
155	0.006777779428
156	0.006766258329
157	0.006749584398
158	0.006735630857
159	0.006725792869
160	0.006716755533
161	0.006708849034
162	0.006697648541
163	0.006683768466
164	0.006663289527
165	0.006655060404
166	0.006644148647
167	0.006634634612
168	0.006625939169
169	0.006613496815
170	0.006598827687
171	0.006589695994
172	0.006572805548
173	0.006552772367
174	0.006541306192
175	0.006529093785
176	0.006520577542
177	0.006513889555
178	0.0065042152
179	0.006495695258
180	0.006484584736
181	0.006474620505
182	0.006456089431
183	0.006441896999
184	0.006430814106
185	0.006420591869
186	0.006411381174
187	0.006399372805
188	0.006383327165
189	0.00636643373
190	0.006355125277
191	0.006342047707
192	0.006333605652
193	0.006319182306
194	0.006309945682
195	0.006297429965
196	0.006279439178
197	0.006262415338
198	0.006252151077
199	0.006235025944
200	0.006228877549
201	0.006221502417
202	0.00621415527
203	0.00620554996
204	0.00618986607
205	0.006181268723
206	0.00616984847
207	0.006163590433
208	0.006151152905
209	0.006138878433
210	0.006130326603
211	0.006122567832
212	0.006114631575
213	0.006106698367
214	0.006094576207
215	0.006088344423
216	0.006076651578
217	0.006063766289
218	0.006051551031
219	0.00604366046
220	0.006033477117
221	0.006021417093
222	0.006013255485
223	0.006004799962
224	0.005994474746
225	0.005982230498
226	0.005973599826
227	0.00596607479
228	0.005960310187
229	0.005952630686
230	0.005941723371
231	0.005934989233
232	0.005925264952
233	0.005919114629
234	0.005905137802
235	0.005897968017
236	0.005883318887
237	0.005873631043
238	0.005862411831
239	0.005851000557
240	0.00583724063
241	0.00583114499
242	0.005820552201
243	0.005815851541
244	0.005811106279
245	0.005802673499
246	0.005793818823
247	0.005790054191
248	0.00578044135
249	0.005773868642
250	0.005767756157
251	0.005757993069
252	0.005750198381
253	0.005742433298
254	0.005735089802
255	0.005730225362
256	0.005720761687
257	0.005708712228
258	0.005696983168
259	0.005688980052
260	0.005677744335
261	0.005668377443
262	0.005657126085
263	0.005650149638
264	0.005639701478
265	0.005633184193
266	0.005622995307
267	0.005615926532
268	0.005607884853
269	0.005603348525
270	0.005596747491
271	0.005589042233
272	0.005579945916
273	0.005573892775
274	0.005566530395
275	0.005559580177
276	0.005557622638
277	0.005551635476
278	0.005548709435
279	0.005541188418
280	0.005536436875
281	0.005528310989
282	0.005520701769
283	0.005514113343
284	0.005507556824
285	0.005500137189
286	0.005493725722
287	0.00548625629
288	0.00548387947
289	0.00547718239
290	0.005470116121
291	0.005463656393
292	0.00545159814
293	0.005444605382
294	0.005438534663
295	0.005429989369
296	0.005424088906
297	0.005415512891
298	0.005409882504
299	0.005399470305
300	0.005391842758
301	0.005382586546
302	0.005376208821
303	0.005367102223
304	0.005361766802
305	0.005355307928
306	0.005349917653
307	0.005341948501
308	0.005333287284
309	0.005325219927
310	0.005319536646
311	0.005314298803
312	0.005306193954
313	0.005299627314
314	0.00529426323
315	0.005288964045
316	0.005285032072
317	0.005277443981
318	0.005269821467
319	0.005264810997
320	0.005257506496
321	0.00525214219
322	0.00524191109
323	0.00523904845
324	0.005234439821
325	0.005229562429
326	0.005220971789
327	0.005210380967
328	0.005202321007
329	0.005193892233
330	0.005187036724
331	0.005182438425
332	0.005176645008
333	0.005171537598
334	0.005166383365
335	0.005157989214
336	0.005149657485
337	0.005141565938
338	0.005138113155
339	0.005133859059
340	0.005126544754
341	0.005122446861
342	0.005120993424
343	0.005111202777
344	0.005104650261
345	0.005098431347
346	0.005093518656
347	0.005090074275
348	0.005082713887
349	0.005078338622
350	0.005070479691
351	0.005063051233
352	0.005059357381
353	0.005054268158
354	0.005052560983
355	0.005045097802
356	0.005040785053
357	0.005035041864
358	0.005028491609
359	0.005024733842
360	0.005016899251
361	0.005011438826
362	0.005009964024
363	0.005004339227
364	0.005001204824
365	0.004995136338
366	0.00498676688
367	0.004983716573
368	0.004974916973
369	0.004969177549
370	0.004962886102
371	0.004959567243
372	0.004958152846
373	0.004952080105
374	0.004948720636
375	0.004943729533
376	0.00493704771
377	0.004932300952
378	0.00492696152
379	0.004923925306
380	0.004916600797
381	0.004912744978
382	0.004908827984
383	0.004903274042
384	0.004897982424
385	0.004893042555
386	0.004889878533
387	0.004883901729
388	0.004875454777
389	0.004871734935
390	0.004869718461
391	0.004866896839
392	0.004858145114
393	0.004852505265
394	0.004849949512
395	0.004844813317
396	0.004841718388
397	0.00483547851
398	0.004833232561
399	0.00482735059
400	0.004820961734
401	0.004818161602
402	0.004812289195
403	0.004807861837
404	0.004803698309
405	0.004800053763
406	0.004794601895
407	0.004790592099
408	0.004787173547
409	0.004782413758
410	0.004776976486
411	0.004772882621
412	0.004769137506
413	0.004763552826
414	0.004761476645
415	0.004755973979
416	0.004754538458
417	0.004748873936
418	0.00474448293
419	0.004737664391
420	0.004732019044
421	0.004727641381
422	0.004722909125
423	0.004720003564
424	0.004716096047
425	0.004709555238
426	0.004704995346
427	0.004702003281
428	0.00469687448
429	0.004693901149
430	0.004689483329
431	0.004683962955
432	0.004681412988
433	0.004677112273
434	0.004674464207
435	0.004670064635
436	0.004668438161
437	0.004661610676
438	0.004659721482
439	0.004654423842
440	0.004649031046
441	0.004646878057
442	0.004642484376
443	0.004639457258
444	0.004634818912
445	0.004629819797
446	0.004626867377
447	0.004625001551
448	0.004621444268
449	0.004614947525
450	0.004612082154
451	0.004609939939
452	0.004605874717
453	0.00460446283
454	0.004598958752
455	0.004593827492
456	0.004588710476
457	0.004585964512
458	0.004582918934
459	0.004577815915
460	0.004576701791
461	0.004573771449
462	0.004571620553
463	0.004569001417
464	0.004565642867
465	0.00456189239
466	0.004559777011
467	0.004556416477
468	0.004551818725
469	0.004547338987
470	0.004543604401
471	0.004538485214
472	0.004531325648
473	0.004526972399
474	0.004524756206
475	0.004523582706
476	0.00452109889
477	0.004516845434
478	0.004513230852
479	0.004512395982
480	0.004508676687
481	0.004504705923
482	0.004502023873
483	0.004498909435
484	0.004496197859
485	0.004492465562
486	0.00448785114
487	0.004485437882
488	0.004481882162
489	0.004477757011
490	0.004473924044
491	0.004467811195
492	0.004466452775
493	0.004464667923
494	0.004463090631
495	0.0044613092
496	0.004456279425
497	0.004452623327
498	0.0044501121
499	0.004446162369
500	0.004444658418
501	0.00444177075
502	0.004440033404
503	0.004436848325
504	0.004433621183
505	0.004432570246
506	0.004428458949
507	0.004424552594
508	0.004422909399
509	0.004418247735
510	0.004415311402
511	0.004411563069
512	0.004406537509
513	0.004404538951
514	0.004402003542
515	0.004398219782
516	0.004393117537
517	0.00439142503
518	0.004387063214
519	0.004383440806
520	0.004382442437
521	0.004376354229
522	0.004371917958
523	0.004368417464
524	0.004365062872
525	0.004359276771
526	0.004357603097
527	0.004354824964
528	0.004350559147
529	0.004346200098
530	0.004340571359
531	0.004336776596
532	0.004332599036
533	0.004328475032
534	0.004323837868
535	0.004320450346
536	0.004319694316
537	0.004315657351
538	0.004310931569
539	0.004308154117
540	0.004305251725
541	0.004302199587
542	0.004298067168
543	0.004294152528
544	0.004288359724
545	0.004284465489
546	0.004282079445
547	0.004277495438
548	0.00427570876
549	0.004270530539
550	0.004266866268
551	0.00426404893
552	0.004262430155
553	0.004260408035
554	0.004256563602
555	0.004250851489
556	0.004249591012
557	0.004244947428
558	0.004240223546
559	0.004236868158
560	0.004232706353
561	0.0042303431
562	0.004228659265
563	0.0042248306
564	0.004220227905
565	0.004215951216
566	0.004214266626
567	0.004211901197
568	0.004205757082
569	0.004200785895
570	0.004198851669
571	0.004196214223
572	0.004192801392
573	0.004190542439
574	0.004184454144
575	0.004182296881
576	0.004180999535
577	0.004178529997
578	0.004177122137
579	0.004172299086
580	0.00417083008
581	0.004167611195
582	0.004164846627
583	0.004161471843
584	0.004158016504
585	0.004153553262
586	0.004150161954
587	0.004146183901
588	0.004144867558
589	0.004142756623
590	0.004137506992
591	0.004132609168
592	0.004130120964
593	0.004122915047
594	0.004119635808
595	0.004116871197
596	0.00411384714
597	0.004109314286
598	0.004104701752
599	0.004102166515
600	0.004097594619
601	0.004092109017
602	0.004090774039
603	0.004087898428
604	0.004084746423
605	0.004082025408
606	0.004080232719
607	0.004079389501
608	0.004075351121
609	0.004069995956
610	0.004067970647
611	0.004065352325
612	0.004061394152
613	0.004058065525
614	0.004056024822
615	0.004048308168
616	0.004045533191
617	0.00404196325
618	0.004039240041
619	0.004030936847
620	0.004030111823
621	0.004027198521
622	0.004023450023
623	0.004020834614
624	0.004019170511
625	0.004015065137
626	0.004011795571
627	0.004008188784
628	0.004004478294
629	0.004002656306
630	0.00400111908
631	0.00399995466
632	0.003998238057
633	0.003994591588
634	0.003991221135
635	0.003989369303
636	0.003988494329
637	0.003986179121
638	0.003982514578
639	0.003979265838
640	0.003976688679
641	0.003974758211
642	0.00397216489
643	0.003969681254
644	0.003965982221
645	0.003963501396
646	0.003962561308
647	0.003958202422
648	0.003956336171
649	0.003950116413
650	0.003945594699
651	0.003942080289
652	0.003939653194
653	0.003935926872
654	0.003932500345
655	0.003927725001
656	0.003926184327
657	0.003924099687
658	0.003922562926
659	0.003920810285
660	0.003918273171
661	0.003915745626
662	0.00391206854
663	0.003910591184
664	0.003908075073
665	0.003904503033
666	0.003903436177
667	0.003902572462
668	0.003898584113
669	0.003895262743
670	0.003891163607
671	0.003888100545
672	0.003885567542
673	0.003883858493
674	0.003881674782
675	0.003878127004
676	0.003876269588
677	0.003873769143
678	0.003869861636
679	0.003866045917
680	0.003863827529
681	0.003860556708
682	0.003858845616
683	0.003856632722
684	0.003855055942
685	0.003852727522
686	0.003850206059
687	0.003848022279
688	0.003845569573
689	0.003843062544
690	0.003842275281
691	0.00383848756
692	0.003837263373
693	0.003835017366
694	0.003831681804
695	0.003829678418
696	0.003827750485
697	0.003823596907
698	0.003821639163
699	0.003817195574
700	0.003813596797
701	0.003809025651
702	0.003807622088
703	0.00380283683
704	0.003800982567
705	0.003798369147
706	0.003796926465
707	0.003794448344
708	0.003793111272
709	0.003790694559
710	0.003788645689
711	0.003786696883
712	0.003783378809
713	0.003780161955
714	0.003775739326
715	0.003773757806
716	0.003773071091
717	0.003768851594
718	0.00376669304
719	0.003764186135
720	0.003762375273
721	0.003759421352
722	0.003756330804
723	0.003750838299
724	0.003747410489
725	0.003743333559
726	0.003740106404
727	0.003738864479
728	0.003737207965
729	0.003732923313
730	0.003730866182
731	0.003728917914
732	0.003726306778
733	0.003725169184
734	0.003723180752
735	0.003718891822
736	0.003715575525
737	0.003713357213
738	0.003711440955
739	0.003709716469
740	0.003707557998
741	0.003705019239
742	0.003703483542
743	0.003700362448
744	0.003698882611
745	0.003698293072
746	0.003696769687
747	0.003694106727
748	0.003692356528
749	0.003688338178
750	0.003686091742
751	0.003683748394
752	0.003681946731
753	0.00368027437
754	0.003678893228
755	0.003676166254
756	0.003673430304
757	0.003670770137
758	0.003669152454
759	0.003667451135
760	0.003665877479
761	0.003664245875
762	0.003663467328
763	0.003661879991
764	0.003660850706
765	0.003658111406
766	0.00365588516
767	0.003654005301
768	0.003650827504
769	0.003649271313
770	0.003647184419
771	0.0036458279
772	0.00364483434
773	0.003643571122
774	0.003640858936
775	0.003639419306
776	0.003637194303
777	0.003635640091
778	0.003632916793
779	0.003631730973
780	0.003629904454
781	0.003625811744
782	0.003621273304
783	0.003617927876
784	0.003615791337
785	0.003612901832
786	0.003611035921
787	0.003608623128
788	0.003605052759
789	0.003599557967
790	0.003596794778
791	0.003592611201
792	0.003590832603
793	0.003587493355
794	0.003584366269
795	0.003582794669
796	0.003579838946
797	0.003578583547
798	0.003574644507
799	0.003571151593
800	0.003570534013
801	0.003568188723
802	0.003566001926
803	0.003558478727
804	0.003556543519
805	0.003555086761
806	0.003552761794
807	0.003549758356
808	0.003546382304
809	0.003542860953
810	0.003541562353
811	0.003538999133
812	0.00353492468
813	0.003530558371
814	0.003528416661
815	0.003525289732
816	0.00352068588
817	0.003519925093
818	0.003517467122
819	0.003516179586
820	0.00351277972
821	0.003511003427
822	0.003509494299
823	0.003507061208
824	0.003504038617
825	0.003500817094
826	0.003498726197
827	0.003498057742
828	0.003496458736
829	0.003494704184
830	0.003490957721
831	0.003489722267
832	0.003487687188
833	0.003484004311
834	0.003481033542
835	0.003477729931
836	0.003475954728
837	0.003473982683
838	0.003472978428
839	0.003469185723
840	0.003467140051
841	0.003465362837
842	0.003462824459
843	0.003460672999
844	0.003459116396
845	0.003457805938
846	0.00345626083
847	0.00345538291
848	0.003452176281
849	0.003449891072
850	0.003447956115
851	0.003444116006
852	0.003441904231
853	0.003439860939
854	0.00343923995
855	0.003437928018
856	0.003437052717
857	0.003435998044
858	0.00343395095
859	0.003432826426
860	0.003430713163
861	0.003429549979
862	0.003426474539
863	0.00342518755
864	0.003423038495
865	0.003421896592
866	0.003419442239
867	0.003416817564
868	0.00341529619
869	0.003412912169
870	0.003412048852
871	0.003410639521
872	0.003408564464
873	0.003406059066
874	0.00340369056
875	0.003402301145
876	0.003398862729
877	0.00339793832
878	0.00339599806
879	0.003394805387
880	0.003394040574
881	0.003392166873
882	0.003390763411
883	0.003390211146
884	0.003388098674
885	0.003385748137
886	0.003383129431
887	0.003380957098
888	0.00337850326
889	0.003376017014
890	0.00337492976
891	0.003372019071
892	0.003370712419
893	0.003368289592
894	0.003365422358
895	0.00336409762
896	0.003362533911
897	0.003360318965
898	0.003359283539
899	0.003356953442
900	0.003355861079
901	0.003354049813
902	0.003352992865
903	0.0033507873
904	0.003349691888
905	0.00334870936
906	0.003346705403
907	0.00334609527
908	0.003343884195
909	0.003342743528
910	0.003341260264
911	0.003339185449
912	0.00333688456
913	0.003335349692
914	0.003334134866
915	0.003332680812
916	0.003329947968
917	0.003328028832
918	0.003325823266
919	0.003324614343
920	0.003321766149
921	0.003320840527
922	0.00331971197
923	0.003317727324
924	0.003316413163
925	0.003314888842
926	0.003313691405
927	0.003312649788
928	0.003311192871
929	0.003308468331
930	0.003307608654
931	0.003305063623
932	0.003303957591
933	0.003302551995
934	0.003300584977
935	0.003298951698
936	0.003298250971
937	0.003297188958
938	0.003294356657
939	0.003292886225
940	0.003289230199
941	0.003288627299
942	0.003285113432
943	0.003282343525
944	0.003281047202
945	0.003279411724
946	0.003276115885
947	0.003274393825
948	0.00327303089
949	0.003271017868
950	0.003269746786
951	0.003268193503
952	0.003267345388
953	0.003264811172
954	0.003264073156
955	0.003262767684
956	0.003261631077
957	0.003259548483
958	0.003258470962
959	0.003257483302
960	0.003254241625
961	0.003251912538
962	0.003250330891
963	0.003249063797
964	0.003246986723
965	0.003246136274
966	0.003243857815
967	0.003242880095
968	0.003239877364
969	0.003238591376
970	0.003237717908
971	0.003236409199
972	0.003232380638
973	0.003230999171
974	0.003226661422
975	0.003224768318
976	0.003223073496
977	0.003221619014
978	0.003217538278
